name,prompt,negative_prompt
r474,"modern, tasty, attractive food photography of Sizzling Buffalo Tofu Lift Pot, tofu, potatoes, broccoli, green beans, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r475,"modern, tasty, attractive food photography of Golden Cod Protein Stack, cod fillet, couscous, spinach, spinach, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r476,"modern, tasty, attractive food photography of Super Turkey Protein Stack, turkey mince, rice, bell pepper, courgette, tahini, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r477,"modern, tasty, attractive food photography of Sticky Chicken Protein Stack, chicken breast, brown rice, carrot, bell pepper, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r478,"modern, tasty, attractive food photography of Sticky Thai Coconut Turkey Pasta Pot, turkey mince, wholewheat pasta, sweet potato, sweet potato, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r479,"modern, tasty, attractive food photography of Fiery Tofu Protein Stack, tofu, rice, tomato, sweet potato, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r480,"modern, tasty, attractive food photography of Smoky Eggs Protein Stack, eggs, quinoa, bell pepper, tomato, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r481,"modern, tasty, attractive food photography of Spicy Peri-Peri Chicken Fuel Box, chicken breast, quinoa, broccoli, mushroom, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r482,"modern, tasty, attractive food photography of Mega Chipotle Tempeh Energy Bowl, tempeh, couscous, bell pepper, spinach, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r483,"modern, tasty, attractive food photography of Fiery Thai Coconut Cod Macro Bowl, cod fillet, brown rice, bell pepper, green beans, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r484,"modern, tasty, attractive food photography of Smoky Sesame Ginger Chicken Protein Pot, chicken breast, brown rice, tomato, bell pepper, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r485,"modern, tasty, attractive food photography of Power Chicken Protein Stack, chicken breast, potatoes, sweet potato, bell pepper, tahini, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r486,"modern, tasty, attractive food photography of Sticky Honey Mustard Chicken Build Bowl, chicken breast, brown rice, mushroom, spinach, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r487,"modern, tasty, attractive food photography of Tangy Beef Protein Stack, beef mince, rice, carrot, spinach, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r488,"modern, tasty, attractive food photography of Golden Sesame Ginger Tempeh Pasta Pot, tempeh, noodles (rice), bell pepper, bell pepper, peanut butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r489,"modern, tasty, attractive food photography of Supreme Mediterranean Tofu Lift Pot, tofu, brown rice, green beans, courgette, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, air-fryer, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r490,"modern, tasty, attractive food photography of Zesty Korean BBQ Tofu Pasta Pot, tofu, wholewheat pasta, onion, spinach, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r493,"modern, tasty, attractive food photography of Golden Harissa Chicken Build Bowl, chicken breast, quinoa, green beans, carrot, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r494,"modern, tasty, attractive food photography of Crispy Salmon Protein Stack, salmon fillet, quinoa, sweet potato, onion, tahini, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
